amount,evidence_completeness,won,festival_season,month_sin,month_cos,day_of_week_sin,day_of_week_cos,reason_credit_not_processed,reason_duplicate_processing,reason_fraudulent,reason_processed_invalid_expired_card,reason_product_not_received,reason_product_unacceptable,reason_subscription_canceled,reason_unrecognized,pay_credit_card,pay_debit_card,pay_netbanking,pay_upi,pay_wallet
6101.42,0.78,1,0,1.0,0.0,0.781831,0.62349,0,0,1,0,0,0,0,0,0,1,0,0,0
10643.0,0.78,1,0,1.0,0.0,0.974928,-0.222521,0,0,0,1,0,0,0,0,0,1,0,0,0
6842.55,0.88,0,0,-0.0,1.0,-0.974928,-0.222521,1,0,0,0,0,0,0,0,0,0,0,1,0
9633.88,0.71,0,0,-1.0,-0.0,-0.974928,-0.222521,0,0,0,0,0,0,1,0,0,0,0,0,1
5989.08,0.34,0,0,0.5,0.866025,-0.974928,-0.222521,1,0,0,0,0,0,0,0,0,0,0,1,0
10416.12,0.63,1,0,-1.0,-0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0
1645.94,0.71,1,0,0.5,-0.866025,0.781831,0.62349,0,0,0,0,0,0,1,0,1,0,0,0,0
9367.08,0.75,1,0,-0.5,-0.866025,-0.974928,-0.222521,0,0,0,1,0,0,0,0,0,0,0,1,0
12875.32,0.67,1,0,-0.5,-0.866025,0.781831,0.62349,0,1,0,0,0,0,0,0,0,0,0,0,1
13460.82,0.91,0,0,0.0,-1.0,-0.781831,0.62349,0,0,0,0,0,0,0,1,0,1,0,0,0
13855.89,0.52,1,0,-1.0,-0.0,0.433884,-0.900969,0,0,0,0,0,1,0,0,0,0,0,1,0
11754.82,0.7,1,0,0.866025,-0.5,0.781831,0.62349,0,0,0,0,0,0,0,1,0,1,0,0,0
4117.04,0.4,0,0,0.866025,-0.5,0.781831,0.62349,0,0,1,0,0,0,0,0,0,0,0,1,0
7482.45,0.94,1,0,0.5,0.866025,0.781831,0.62349,0,0,0,0,1,0,0,0,1,0,0,0,0
1728.65,0.68,1,0,0.0,-1.0,-0.781831,0.62349,0,0,0,0,0,0,0,1,0,0,0,1,0
2403.04,0.33,0,0,-0.5,-0.866025,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0
6597.52,0.45,1,1,-0.866025,0.5,-0.433884,-0.900969,0,0,0,0,1,0,0,0,0,0,0,1,0
1237.48,0.46,0,0,-0.866025,-0.5,-0.433884,-0.900969,0,0,0,1,0,0,0,0,1,0,0,0,0
8122.5,0.72,1,0,0.5,-0.866025,-0.781831,0.62349,0,0,1,0,0,0,0,0,0,0,0,1,0
1541.87,0.46,0,0,0.866025,0.5,0.781831,0.62349,0,0,0,0,0,0,1,0,0,1,0,0,0
3128.55,0.51,0,1,-0.5,0.866025,0.974928,-0.222521,0,0,0,0,0,0,1,0,0,0,0,1,0
7400.25,0.45,0,0,0.866025,0.5,0.974928,-0.222521,0,1,0,0,0,0,0,0,0,0,0,1,0
8325.32,0.27,0,1,-0.866025,0.5,0.781831,0.62349,0,1,0,0,0,0,0,0,0,0,0,1,0
835.64,0.85,0,1,-0.5,0.866025,-0.781831,0.62349,0,0,0,1,0,0,0,0,1,0,0,0,0
10235.55,0.83,1,0,-0.866025,-0.5,0.974928,-0.222521,0,0,0,0,0,0,0,1,0,0,0,1,0
12260.61,0.93,1,1,-0.5,0.866025,0.781831,0.62349,0,0,0,0,1,0,0,0,1,0,0,0,0
6354.13,0.22,1,1,-0.866025,0.5,0.781831,0.62349,0,0,0,0,1,0,0,0,0,1,0,0,0
9005.67,0.16,1,0,0.5,0.866025,0.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0
12260.4,0.48,0,1,-0.866025,0.5,0.974928,-0.222521,0,0,0,0,1,0,0,0,0,0,1,0,0
2767.03,0.97,1,0,-1.0,-0.0,0.974928,-0.222521,0,0,0,0,0,1,0,0,0,0,0,1,0
2642.09,0.78,1,0,-0.5,-0.866025,-0.974928,-0.222521,0,0,0,0,1,0,0,0,0,0,0,1,0
2534.75,0.81,1,0,0.866025,-0.5,-0.433884,-0.900969,0,0,1,0,0,0,0,0,0,0,0,1,0
13326.34,0.26,0,0,-0.0,1.0,-0.974928,-0.222521,0,0,0,0,1,0,0,0,0,0,0,1,0
6298.06,0.29,0,0,0.5,0.866025,-0.781831,0.62349,0,0,0,1,0,0,0,0,0,1,0,0,0
12431.96,0.75,1,0,0.5,-0.866025,-0.433884,-0.900969,0,0,1,0,0,0,0,0,1,0,0,0,0
14656.51,0.6,0,0,1.0,0.0,0.974928,-0.222521,0,0,0,0,0,0,1,0,0,0,0,1,0
11779.64,0.59,0,1,-0.866025,0.5,0.781831,0.62349,0,0,0,0,1,0,0,0,0,1,0,0,0
2809.59,0.72,1,0,0.5,-0.866025,0.781831,0.62349,0,0,0,0,1,0,0,0,0,1,0,0,0
9328.93,0.43,1,0,-1.0,-0.0,0.974928,-0.222521,0,0,1,0,0,0,0,0,0,0,0,1,0
630.17,0.15,1,0,0.5,0.866025,0.781831,0.62349,0,0,1,0,0,0,0,0,0,0,0,1,0
6402.18,0.31,0,0,-0.0,1.0,-0.974928,-0.222521,0,0,0,0,1,0,0,0,0,0,0,1,0
6306.41,0.2,1,0,-1.0,-0.0,-0.781831,0.62349,0,0,0,0,0,0,1,0,0,0,0,1,0
6650.8,0.17,1,0,0.5,-0.866025,-0.974928,-0.222521,0,0,0,0,0,0,0,1,0,0,1,0,0
5507.13,0.44,1,0,0.5,-0.866025,-0.433884,-0.900969,0,0,0,1,0,0,0,0,0,0,0,1,0
1844.42,0.13,1,0,0.866025,-0.5,-0.433884,-0.900969,0,1,0,0,0,0,0,0,0,0,0,1,0
2520.46,0.78,1,0,-0.0,1.0,0.974928,-0.222521,0,0,0,1,0,0,0,0,0,0,0,1,0
10763.55,0.6,1,1,-0.866025,0.5,-0.974928,-0.222521,0,0,0,0,0,1,0,0,1,0,0,0,0
3850.48,0.35,0,0,0.5,-0.866025,-0.433884,-0.900969,0,0,0,1,0,0,0,0,0,0,1,0,0
8690.77,0.9,1,0,1.0,0.0,0.433884,-0.900969,0,0,0,0,0,0,0,1,1,0,0,0,0
697.58,0.14,0,0,-0.866025,-0.5,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1895.74,0.73,1,1,-0.5,0.866025,-0.433884,-0.900969,0,0,0,0,1,0,0,0,0,0,1,0,0
1542.8,0.22,0,0,-1.0,-0.0,-0.974928,-0.222521,0,0,0,0,0,0,0,1,0,0,0,0,1
14651.03,0.51,0,0,-0.0,1.0,0.974928,-0.222521,1,0,0,0,0,0,0,0,0,0,0,1,0
7071.58,0.46,1,0,0.5,0.866025,0.433884,-0.900969,0,0,0,0,0,1,0,0,0,0,1,0,0
6085.1,0.45,0,1,-0.866025,0.5,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0
1011.21,0.17,0,0,-1.0,-0.0,0.974928,-0.222521,0,1,0,0,0,0,0,0,0,1,0,0,0
5610.45,0.2,0,0,-1.0,-0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0
8186.58,0.8,1,0,0.5,-0.866025,-0.433884,-0.900969,0,0,0,0,1,0,0,0,1,0,0,0,0
11346.97,0.78,1,0,-1.0,-0.0,-0.781831,0.62349,0,0,0,1,0,0,0,0,0,1,0,0,0
1137.86,0.34,1,0,0.5,-0.866025,-0.781831,0.62349,0,0,0,0,0,0,1,0,0,0,0,1,0
10238.96,0.57,0,0,1.0,0.0,0.781831,0.62349,0,0,0,1,0,0,0,0,1,0,0,0,0
15815.55,0.82,1,1,-0.5,0.866025,0.433884,-0.900969,0,0,0,1,0,0,0,0,0,1,0,0,0
1818.6,0.91,0,0,0.5,0.866025,-0.781831,0.62349,0,0,0,0,1,0,0,0,0,0,0,1,0
9483.69,0.55,1,0,0.866025,-0.5,0.781831,0.62349,0,0,0,0,1,0,0,0,0,1,0,0,0
6769.13,0.59,1,0,1.0,0.0,-0.781831,0.62349,0,0,0,0,0,0,0,1,0,0,0,0,1
14222.24,0.16,1,0,-1.0,-0.0,0.781831,0.62349,0,0,1,0,0,0,0,0,0,0,0,1,0
8981.69,0.41,1,0,-1.0,-0.0,0.781831,0.62349,0,0,0,0,0,0,1,0,0,0,0,1,0
11881.16,0.61,1,0,-1.0,-0.0,0.433884,-0.900969,0,0,0,1,0,0,0,0,1,0,0,0,0
4408.85,0.36,1,0,0.5,-0.866025,-0.974928,-0.222521,0,0,0,1,0,0,0,0,0,0,0,1,0
10454.32,0.36,0,0,0.0,-1.0,0.781831,0.62349,0,0,0,0,0,1,0,0,0,1,0,0,0
6725.15,0.21,0,0,-1.0,-0.0,-0.433884,-0.900969,0,0,0,0,0,1,0,0,0,0,0,1,0
2389.57,0.74,0,0,0.866025,0.5,0.974928,-0.222521,0,0,0,0,0,1,0,0,0,0,0,1,0
11574.07,0.21,0,0,0.5,0.866025,-0.433884,-0.900969,0,0,0,0,0,1,0,0,1,0,0,0,0
9779.21,0.97,1,0,0.5,0.866025,-0.781831,0.62349,0,0,0,0,0,0,1,0,0,0,0,1,0
10069.94,0.97,0,0,1.0,0.0,-0.974928,-0.222521,0,0,0,1,0,0,0,0,0,0,1,0,0
11616.82,0.2,1,1,-0.5,0.866025,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0
9200.64,0.3,1,0,-0.866025,-0.5,-0.433884,-0.900969,0,0,0,0,0,0,0,1,1,0,0,0,0
12771.88,0.79,1,0,0.5,-0.866025,0.781831,0.62349,0,1,0,0,0,0,0,0,0,1,0,0,0
7771.03,0.45,0,0,-1.0,-0.0,-0.781831,0.62349,0,0,0,0,1,0,0,0,0,0,0,0,1
380.42,0.74,1,0,-0.5,-0.866025,0.974928,-0.222521,0,0,0,0,0,0,1,0,0,0,0,1,0
13339.51,0.5,1,0,1.0,0.0,0.781831,0.62349,0,0,0,0,0,0,1,0,0,0,0,1,0
13467.15,0.83,1,0,0.5,0.866025,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0
5164.17,0.37,1,0,0.0,-1.0,0.781831,0.62349,0,0,0,0,1,0,0,0,0,0,0,1,0
8942.65,0.67,1,1,-0.866025,0.5,0.781831,0.62349,0,0,0,0,1,0,0,0,0,0,0,1,0
12428.47,0.44,1,0,0.0,-1.0,0.974928,-0.222521,0,1,0,0,0,0,0,0,0,0,0,1,0
5668.74,0.52,1,1,-0.866025,0.5,-0.433884,-0.900969,0,0,0,0,1,0,0,0,1,0,0,0,0
2326.64,0.54,1,1,-0.866025,0.5,-0.781831,0.62349,1,0,0,0,0,0,0,0,0,0,0,1,0
7245.4,0.61,1,0,-0.5,-0.866025,0.433884,-0.900969,0,0,0,0,0,0,1,0,1,0,0,0,0
8808.49,0.76,1,0,-1.0,-0.0,-0.433884,-0.900969,0,0,0,0,1,0,0,0,0,0,0,1,0
5545.22,0.72,1,0,0.0,-1.0,-0.974928,-0.222521,0,0,0,0,0,0,1,0,1,0,0,0,0
3953.43,0.36,1,1,-0.866025,0.5,-0.781831,0.62349,0,0,0,0,0,0,1,0,0,0,0,1,0
4655.87,0.89,1,0,-0.5,-0.866025,0.433884,-0.900969,0,0,0,0,0,1,0,0,1,0,0,0,0
7868.93,0.62,1,0,-1.0,-0.0,0.974928,-0.222521,0,0,0,0,0,0,1,0,0,0,0,1,0
7650.07,0.93,1,0,0.866025,0.5,0.781831,0.62349,0,0,0,1,0,0,0,0,0,0,0,1,0
457.22,0.92,1,0,0.5,-0.866025,-0.433884,-0.900969,0,0,0,0,1,0,0,0,0,0,0,1,0
7942.19,0.23,0,0,1.0,0.0,-0.781831,0.62349,1,0,0,0,0,0,0,0,0,1,0,0,0
12880.87,0.13,1,0,1.0,0.0,0.974928,-0.222521,0,0,0,0,0,1,0,0,0,1,0,0,0
11492.75,0.29,1,0,0.0,-1.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0
685.33,0.54,1,0,0.0,-1.0,0.781831,0.62349,0,0,0,0,1,0,0,0,0,0,0,1,0
352.03,0.92,1,0,-1.0,-0.0,0.781831,0.62349,0,0,1,0,0,0,0,0,1,0,0,0,0
5402.7,0.28,1,0,-0.5,-0.866025,0.974928,-0.222521,0,0,0,0,1,0,0,0,0,0,0,0,1
2576.25,0.95,1,0,-0.5,-0.866025,-0.974928,-0.222521,0,0,0,0,0,1,0,0,0,0,1,0,0
8026.81,0.16,0,0,-0.0,1.0,-0.974928,-0.222521,0,1,0,0,0,0,0,0,1,0,0,0,0
13878.64,0.78,0,0,0.5,-0.866025,0.974928,-0.222521,1,0,0,0,0,0,0,0,0,0,0,1,0
2876.56,0.63,0,0,-0.0,1.0,0.433884,-0.900969,0,0,0,1,0,0,0,0,0,0,0,1,0
4851.35,0.56,0,0,0.866025,0.5,0.433884,-0.900969,0,0,0,0,0,0,0,1,1,0,0,0,0
10887.62,0.55,1,0,-0.0,1.0,0.974928,-0.222521,0,0,0,0,1,0,0,0,1,0,0,0,0
10368.29,0.45,0,0,-0.5,-0.866025,0.974928,-0.222521,0,0,0,0,0,0,1,0,1,0,0,0,0
1230.22,0.36,1,0,0.5,0.866025,-0.781831,0.62349,0,1,0,0,0,0,0,0,1,0,0,0,0
6683.26,1.0,1,0,-0.0,1.0,-0.433884,-0.900969,0,0,0,0,0,0,1,0,0,0,0,1,0
11173.2,0.46,0,0,-1.0,-0.0,0.781831,0.62349,0,0,0,0,1,0,0,0,0,0,0,1,0
6183.48,0.28,0,0,0.0,-1.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0
4240.0,0.35,0,0,0.866025,-0.5,0.974928,-0.222521,0,0,0,0,0,0,0,1,0,1,0,0,0
5757.41,0.64,1,1,-0.866025,0.5,0.974928,-0.222521,0,0,0,0,0,0,1,0,1,0,0,0,0
1674.13,0.55,1,0,-0.5,-0.866025,0.433884,-0.900969,0,0,0,0,1,0,0,0,0,0,0,1,0
5038.95,0.12,0,0,-0.5,-0.866025,0.433884,-0.900969,0,0,0,0,1,0,0,0,1,0,0,0,0
7097.12,0.69,1,0,1.0,0.0,0.781831,0.62349,0,0,0,0,1,0,0,0,0,1,0,0,0
8289.98,0.34,0,0,1.0,0.0,-0.781831,0.62349,0,0,0,1,0,0,0,0,1,0,0,0,0
6749.83,0.21,0,0,-0.866025,-0.5,0.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0
2629.33,0.69,0,0,-0.866025,-0.5,-0.974928,-0.222521,0,0,1,0,0,0,0,0,0,0,0,1,0
7460.19,0.45,0,0,0.5,0.866025,-0.781831,0.62349,0,0,0,0,0,1,0,0,0,0,0,1,0
10464.27,0.87,1,1,-0.5,0.866025,-0.781831,0.62349,0,0,0,1,0,0,0,0,1,0,0,0,0
7093.7,0.13,0,1,-0.866025,0.5,0.974928,-0.222521,1,0,0,0,0,0,0,0,0,0,0,1,0
1035.45,0.49,1,0,-0.866025,-0.5,0.433884,-0.900969,0,0,0,0,0,0,1,0,0,0,0,1,0
13060.31,0.38,0,0,0.866025,-0.5,0.433884,-0.900969,0,1,0,0,0,0,0,0,0,0,0,1,0
6452.6,0.58,0,0,0.0,-1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0
5790.52,0.73,0,0,-0.0,1.0,-0.974928,-0.222521,0,0,0,0,0,0,0,1,0,0,0,1,0
5172.32,0.83,0,0,0.866025,0.5,-0.781831,0.62349,0,0,0,0,0,0,1,0,1,0,0,0,0
9604.57,0.37,1,0,-0.0,1.0,-0.433884,-0.900969,0,0,0,0,0,0,1,0,0,0,0,1,0
3543.11,0.14,1,0,-0.5,-0.866025,-0.781831,0.62349,0,1,0,0,0,0,0,0,0,0,0,1,0
6521.17,0.35,0,0,-0.5,-0.866025,-0.433884,-0.900969,0,0,0,0,1,0,0,0,1,0,0,0,0
8191.22,0.37,1,0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0
2872.89,0.66,0,0,0.5,-0.866025,-0.974928,-0.222521,0,0,0,0,0,0,0,1,0,0,0,1,0
7115.97,0.29,0,0,-0.866025,-0.5,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0
8257.3,0.75,1,1,-0.866025,0.5,-0.974928,-0.222521,0,0,0,0,0,0,0,1,0,0,0,0,1
9582.13,0.47,0,0,-1.0,-0.0,0.974928,-0.222521,1,0,0,0,0,0,0,0,0,0,1,0,0
6206.82,0.68,0,0,0.5,0.866025,0.781831,0.62349,1,0,0,0,0,0,0,0,0,0,1,0,0
8485.41,0.32,1,0,0.0,-1.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0
4024.27,0.13,1,0,0.5,0.866025,0.433884,-0.900969,0,0,0,0,0,0,0,1,0,1,0,0,0
1018.84,0.14,0,0,0.866025,-0.5,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0
5578.83,0.88,1,0,-0.5,-0.866025,0.974928,-0.222521,0,0,0,0,0,0,1,0,1,0,0,0,0
8650.41,0.86,1,0,-1.0,-0.0,0.974928,-0.222521,0,0,0,0,1,0,0,0,0,0,0,1,0
3926.76,0.85,0,0,-0.0,1.0,-0.974928,-0.222521,0,0,0,0,1,0,0,0,1,0,0,0,0
11111.1,0.8,0,0,-0.5,-0.866025,-0.974928,-0.222521,0,1,0,0,0,0,0,0,1,0,0,0,0
6243.96,0.2,0,0,0.866025,-0.5,0.781831,0.62349,0,0,0,0,0,0,0,1,0,0,0,1,0
8484.79,0.73,0,1,-0.866025,0.5,0.974928,-0.222521,0,0,0,0,1,0,0,0,1,0,0,0,0
14508.72,0.74,1,0,0.866025,-0.5,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0
11923.17,0.82,0,1,-0.866025,0.5,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0
8116.68,0.73,1,0,0.866025,0.5,0.974928,-0.222521,1,0,0,0,0,0,0,0,0,1,0,0,0
3981.9,0.92,0,0,0.866025,-0.5,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0
4894.33,0.87,1,0,-0.5,-0.866025,-0.974928,-0.222521,0,1,0,0,0,0,0,0,0,0,0,1,0
15304.52,0.17,0,1,-0.866025,0.5,0.974928,-0.222521,0,0,1,0,0,0,0,0,0,0,0,1,0
7693.75,0.84,1,0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0
604.79,0.83,1,0,0.866025,0.5,-0.433884,-0.900969,0,0,0,0,0,0,0,1,1,0,0,0,0
9498.78,0.81,1,0,-0.5,-0.866025,-0.433884,-0.900969,0,0,0,0,0,1,0,0,0,1,0,0,0
9807.87,0.32,0,0,1.0,0.0,0.433884,-0.900969,0,0,0,0,1,0,0,0,0,0,0,1,0
4058.06,0.39,0,0,0.0,-1.0,-0.781831,0.62349,0,0,0,0,0,0,0,1,0,1,0,0,0
13170.57,0.28,1,0,-1.0,-0.0,0.781831,0.62349,0,0,0,0,0,0,1,0,0,1,0,0,0
18964.1,0.93,1,1,-0.5,0.866025,-0.433884,-0.900969,0,0,0,0,1,0,0,0,0,0,0,0,1
4050.34,0.25,0,0,0.5,-0.866025,-0.781831,0.62349,1,0,0,0,0,0,0,0,0,1,0,0,0
11645.72,0.61,0,0,-0.5,-0.866025,-0.781831,0.62349,0,0,0,0,0,0,1,0,0,0,0,1,0
11775.4,0.74,0,0,0.5,0.866025,0.781831,0.62349,0,0,0,1,0,0,0,0,0,0,0,1,0
12396.52,0.49,1,0,0.866025,-0.5,0.974928,-0.222521,0,0,0,1,0,0,0,0,0,0,0,1,0
4074.63,0.47,1,0,-1.0,-0.0,-0.781831,0.62349,0,1,0,0,0,0,0,0,0,0,0,1,0
2599.14,0.72,1,1,-0.866025,0.5,0.781831,0.62349,0,1,0,0,0,0,0,0,0,0,0,1,0
3992.14,0.74,0,0,-1.0,-0.0,-0.974928,-0.222521,0,0,0,0,0,0,0,1,0,1,0,0,0
9174.34,0.94,1,0,-0.5,-0.866025,0.433884,-0.900969,0,0,1,0,0,0,0,0,0,0,0,1,0
10134.68,0.55,0,0,-1.0,-0.0,0.974928,-0.222521,0,0,1,0,0,0,0,0,0,0,0,1,0
13192.87,0.33,0,0,0.0,-1.0,-0.974928,-0.222521,0,0,1,0,0,0,0,0,1,0,0,0,0
853.6,0.58,1,0,0.0,-1.0,-0.974928,-0.222521,0,0,0,0,1,0,0,0,0,0,0,1,0
4387.3,0.85,0,0,0.0,-1.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0
7470.87,0.49,0,0,0.866025,-0.5,0.781831,0.62349,1,0,0,0,0,0,0,0,1,0,0,0,0
4051.31,0.23,1,0,0.0,-1.0,0.974928,-0.222521,0,0,0,1,0,0,0,0,0,0,0,1,0
5476.5,1.0,1,0,-0.866025,-0.5,-0.974928,-0.222521,0,0,0,1,0,0,0,0,1,0,0,0,0
5374.14,0.2,1,0,-0.866025,-0.5,0.433884,-0.900969,0,0,0,1,0,0,0,0,1,0,0,0,0
13385.24,0.25,1,0,0.5,-0.866025,0.433884,-0.900969,1,0,0,0,0,0,0,0,0,0,0,1,0
16225.06,0.1,1,1,-0.866025,0.5,-0.433884,-0.900969,0,0,0,0,1,0,0,0,0,0,0,0,1
6033.71,0.12,0,0,-0.0,1.0,-0.781831,0.62349,0,0,0,0,1,0,0,0,0,0,1,0,0
12314.18,0.24,0,1,-0.866025,0.5,0.781831,0.62349,0,0,0,0,1,0,0,0,0,0,1,0,0
14221.79,0.14,0,0,0.866025,-0.5,-0.974928,-0.222521,0,0,1,0,0,0,0,0,0,0,0,1,0
14168.86,0.82,0,1,-0.5,0.866025,-0.974928,-0.222521,0,0,0,0,1,0,0,0,0,0,1,0,0
2060.66,0.26,0,1,-0.866025,0.5,0.974928,-0.222521,0,0,0,0,1,0,0,0,0,0,0,1,0
1984.91,0.36,0,0,0.0,-1.0,0.433884,-0.900969,0,0,0,0,0,0,0,1,0,1,0,0,0
5513.86,0.93,1,0,-0.0,1.0,0.433884,-0.900969,0,0,0,0,0,0,0,1,0,1,0,0,0
8533.24,0.54,1,0,-0.5,-0.866025,0.974928,-0.222521,0,0,0,0,0,0,1,0,1,0,0,0,0
6505.05,0.83,1,0,0.5,0.866025,0.433884,-0.900969,0,0,0,0,1,0,0,0,0,1,0,0,0
13973.88,0.71,0,0,-0.866025,-0.5,0.433884,-0.900969,0,0,0,0,0,0,1,0,0,0,0,0,1
2731.3,0.49,1,1,-0.5,0.866025,-0.781831,0.62349,0,0,0,0,1,0,0,0,0,0,0,1,0
867.4,0.37,1,0,1.0,0.0,0.433884,-0.900969,0,1,0,0,0,0,0,0,1,0,0,0,0
5460.77,0.52,0,0,-0.5,-0.866025,0.433884,-0.900969,0,0,0,0,0,0,0,1,0,0,0,1,0
3527.83,0.2,1,1,-0.866025,0.5,-0.433884,-0.900969,0,0,0,0,1,0,0,0,1,0,0,0,0
10119.85,0.37,0,0,-0.5,-0.866025,0.974928,-0.222521,0,0,0,0,0,0,0,1,0,0,1,0,0
14421.4,0.88,1,1,-0.866025,0.5,-0.974928,-0.222521,0,0,0,0,0,0,1,0,0,0,0,0,1
9905.85,0.12,1,0,-1.0,-0.0,0.781831,0.62349,0,0,0,0,1,0,0,0,1,0,0,0,0
9353.79,0.97,1,0,0.5,0.866025,-0.974928,-0.222521,0,0,0,0,0,0,0,1,0,0,1,0,0
2264.99,0.72,1,1,-0.866025,0.5,0.974928,-0.222521,0,0,0,0,1,0,0,0,0,1,0,0,0
2348.28,0.27,0,0,0.0,-1.0,0.781831,0.62349,0,0,1,0,0,0,0,0,0,1,0,0,0
11591.87,0.87,1,0,0.866025,-0.5,-0.974928,-0.222521,0,0,0,0,0,0,0,1,0,0,1,0,0
6789.94,0.2,0,0,0.0,-1.0,-0.433884,-0.900969,0,0,0,1,0,0,0,0,1,0,0,0,0
12475.87,0.5,1,0,-0.0,1.0,-0.781831,0.62349,0,0,0,1,0,0,0,0,0,0,0,1,0
6352.15,0.19,0,0,0.866025,0.5,-0.974928,-0.222521,0,0,1,0,0,0,0,0,0,0,0,1,0
14042.16,0.46,0,0,-0.0,1.0,0.781831,0.62349,1,0,0,0,0,0,0,0,0,0,0,1,0
1139.96,0.58,1,0,-0.0,1.0,-0.974928,-0.222521,0,1,0,0,0,0,0,0,0,1,0,0,0
6835.22,0.21,0,0,-1.0,-0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0
7713.01,0.75,1,0,0.5,0.866025,0.433884,-0.900969,0,0,1,0,0,0,0,0,0,0,0,1,0
17476.52,0.87,1,1,-0.866025,0.5,0.433884,-0.900969,0,0,0,0,0,0,1,0,0,0,0,0,1
12036.37,0.71,0,0,0.866025,0.5,-0.781831,0.62349,0,0,0,0,0,0,0,1,0,0,1,0,0
3152.37,0.77,1,0,0.0,-1.0,-0.433884,-0.900969,0,1,0,0,0,0,0,0,0,0,0,1,0
18101.34,0.54,0,1,-0.866025,0.5,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
12140.87,0.26,0,0,0.866025,-0.5,0.974928,-0.222521,0,0,0,0,0,0,1,0,0,1,0,0,0
14906.21,0.3,0,0,1.0,0.0,-0.974928,-0.222521,0,0,0,0,0,0,0,1,0,0,0,1,0
13130.7,0.6,0,0,0.866025,0.5,0.433884,-0.900969,0,0,1,0,0,0,0,0,0,1,0,0,0
2084.47,0.49,0,1,-0.866025,0.5,0.781831,0.62349,0,0,1,0,0,0,0,0,0,0,0,0,1
17974.89,0.14,0,1,-0.866025,0.5,-0.974928,-0.222521,0,0,0,0,1,0,0,0,0,0,1,0,0
2483.58,0.79,0,0,0.0,-1.0,-0.781831,0.62349,1,0,0,0,0,0,0,0,0,1,0,0,0
11584.45,0.21,0,0,0.866025,0.5,-0.974928,-0.222521,0,0,0,0,0,0,1,0,0,0,1,0,0
4137.03,0.53,1,0,-0.866025,-0.5,-0.781831,0.62349,0,1,0,0,0,0,0,0,0,0,1,0,0
11850.79,0.32,0,0,0.5,0.866025,0.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0
11960.19,0.47,0,0,0.0,-1.0,0.974928,-0.222521,0,0,0,0,0,0,0,1,0,0,0,1,0
1229.8,0.79,1,0,0.866025,0.5,-0.781831,0.62349,0,0,1,0,0,0,0,0,1,0,0,0,0
748.99,0.8,1,0,1.0,0.0,-0.433884,-0.900969,0,0,0,0,0,0,1,0,0,0,0,1,0
18318.91,0.98,1,1,-0.866025,0.5,0.433884,-0.900969,0,0,0,0,1,0,0,0,1,0,0,0,0
4842.69,0.73,1,0,0.5,0.866025,-0.974928,-0.222521,0,0,0,0,0,0,0,1,0,0,1,0,0
6178.28,0.91,1,0,1.0,0.0,0.781831,0.62349,0,0,1,0,0,0,0,0,0,0,1,0,0
17798.6,0.81,1,1,-0.866025,0.5,0.974928,-0.222521,0,0,0,0,1,0,0,0,1,0,0,0,0
10839.43,0.18,0,0,0.5,0.866025,-0.974928,-0.222521,0,1,0,0,0,0,0,0,0,0,1,0,0
9608.15,0.56,1,0,0.0,-1.0,0.781831,0.62349,1,0,0,0,0,0,0,0,0,0,0,1,0
4698.34,0.59,0,0,-0.866025,-0.5,-0.974928,-0.222521,0,0,1,0,0,0,0,0,0,0,1,0,0
2032.43,0.86,1,0,0.5,0.866025,0.433884,-0.900969,0,0,0,0,1,0,0,0,0,1,0,0,0
3694.24,0.62,1,0,-1.0,-0.0,-0.974928,-0.222521,0,0,0,0,1,0,0,0,1,0,0,0,0
13342.85,0.36,0,1,-0.5,0.866025,-0.781831,0.62349,0,1,0,0,0,0,0,0,0,0,0,1,0
6923.78,0.56,0,0,-0.0,1.0,0.974928,-0.222521,0,1,0,0,0,0,0,0,0,0,0,1,0
